mrl,mrl_formatted,jmpr,ccpr,prior_ccpr,cac_year,lod,source_of_res,fat_ph,tev,footnote,footnote_ccpr,pesticide,commodity_code,commodity_name
15.0,15 mg/Kg,3,37,36,2005,,,,,,,Methoxyfenozide,VS 0624,Celery
2.0,2 mg/Kg,1,35,34,2003,,,,,,,Spinosad,VS 0624,Celery
3.0,3 mg/Kg,2015,48,,2016,,,,,,,Flutriafol,VS 0624,Celery
0.5,0.5 mg/Kg,3,37,,2005,,,,,,Recommended for withdrawal,Dimethoate,VS 0624,Celery
15.0,15 mg/Kg,2014,47,,2015,,,,,,,Dimethomorph,VS 0624,Celery
10.0,10 mg/Kg,2015,48,,2016,,,,,,,Fluxapyroxad,VS 0624,Celery
1.0,1 mg/Kg,10,43,,2011,,,,,,,Thiamethoxam,VS 0624,Celery
15.0,15 mg/Kg,2013,46,,2014,,,,,,,Cyantraniliprole,VS 0624,Celery
0.07,0.07 mg/Kg,2014,47,,2015,,FL,,,,,Dichlobenil,VS 0624,Celery
30.0,30 mg/Kg,2017,50,,2018,,,,,,,Cyprodinil,VS 0624,Celery
6.0,6 mg/Kg,2012,45,,2013,,,,,,,Spinetoram,VS 0624,Celery
5.0,5 mg/Kg,10,43,,2011,,,,,,,Flubendiamide,VS 0624,Celery
4.0,4 mg/Kg,7,40,,2008,,,,,,,Cyromazine,VS 0624,Celery
40.0,40 mg/Kg,2014,47,,2015,,,,,,,Fenamidone,VS 0624,Celery
0.03,0.03 mg/Kg,2015,48,,2016,,,,,,,Abamectin,VS 0624,Celery
20.0,20 mg/Kg,10,43,,2011,,,,,,,Chlorothalonil,VS 0624,Celery
2.0,2 mg/Kg,,,,,,,,,,,Permethrin,VS 0624,Celery
2.0,2 mg/Kg,2016,49,,2017,,,,,,,Fluensulfone,VS 0624,Celery
7.0,7 mg/Kg,8,41,,2009,,,,,,,Chlorantraniliprole,VS 0624,Celery
6.0,6 mg/Kg,12,45,,2013,,,,,,,Imidacloprid,VS 0624,Celery
1.5,1.5 mg/Kg,11,44,,2012,,,,,,,Acetamiprid,VS 0624,Celery
15.0,15 mg/Kg,2012,45,,2013,,,,,,,Penthiopyrad,VS 0624,Celery
1.5,1.5 mg/Kg,2011,45,44,2013,,,,,,,Sulfoxaflor,VS 0624,Celery
0.5,0.5 mg/Kg,2015,48,,2016,,,,,,,Quinclorac,VS 0627,Rhubarb
7.0,7 mg/Kg,2015,48,,2016,,,,,,,Chlorothalonil,VS 0627,Rhubarb
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,Mesotrione,VS 0627,Rhubarb
3.0,3 mg/Kg,2019,52,,2021,,,,,,,Afidopyropen,VS 2080,Stems and petioles (subgroup)
15.0,15 mg/Kg,2019,52,,2021,,,,,,,Pydiflumetofen,VS 2080,Stems and petioles (subgroup)
2.0,2 mg/Kg,2018,51,,2019,,,,,,,Oxathiapiprolin,VS 2081,Young shoots
2.0,2 mg/Kg,9,42,,2010,,,,,,,Indoxacarb,FM 0183,Milk fats
0.15,0.15 mg/Kg,2017,50,,2018,,,,,,,Spinetoram,FM 0183,Milk fats
3.0,3 mg/Kg,2010,43,,2011,,,,,,,Bifenthrin,FM 0183,Milk fats
0.02,0.02 mg/Kg,2019,52,,2021,(*),,,,,,Fenazaquin,FM 0183,Milk fats
0.2,0.2 mg/Kg,6,39,,2007,,,,,,,Quinoxyfen,FM 0183,Milk fats
0.02,0.02 mg/Kg,2017,50,,2018,,,,,,,Isopyrazam,FM 0183,Milk fats
0.01,0.01 mg/Kg,9,43,,2011,(*),,,,,,Chlorpyrifos-Methyl,FM 0183,Milk fats
0.1,0.1 mg/Kg,6,39,,2007,,,,,,,Endosulfan,FM 0183,Milk fats
5.0,5 mg/Kg,2018,51,,2019,,,,,,,Lufenuron,FM 0183,Milk fats
0.01,0.01 mg/Kg,2017,50,,2018,(*),,,,,,Triflumezopyrim,FM 0183,Milk fats
0.05,0.05 mg/Kg,6,39,,2007,,,,,,,Bifenazate,FM 0183,Milk fats
7.0,7 mg/Kg,9,43,,2011,,,,,,,Haloxyfop,FM 0183,Milk fats
0.02,0.02 mg/Kg,2014,47,,2015,,,,,,,Fenamidone,FM 0183,Milk fats
0.5,0.5 mg/Kg,2012,45,,2013,,,,,,,Fluxapyroxad,FM 0183,Milk fats
0.03,0.03 mg/Kg,8,41,,2009,,,,,,,Azoxystrobin,FM 0183,Milk fats
0.2,0.2 mg/Kg,2019,52,,2021,,,,,,,Cyclaniliprole,FM 0183,Milk fats
5.0,5 mg/Kg,10,43,,2011,,,,,,,Flubendiamide,FM 0183,Milk fats
7.0,7 mg/Kg,10,43,,2011,,,,,,,Novaluron,FM 0183,Milk fats
0.05,0.05 mg/Kg,9,42,,2010,,,,,,,Hexythiazox,FM 0183,Milk fats
5.0,5 mg/Kg,2016,49,,2017,,,,,,,Bixafen,FM 0183,Milk fats
0.2,0.2 mg/Kg,10,43,,2011,,,,,,,Chlorantraniliprole,FM 0183,Milk fats
0.6,0.6 mg/Kg,2019,52,,2021,,,,,,,Metaflumizone,FM 0183,Milk fats
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,Teflubenzuron,FM 0183,Milk fats
0.01,0.01 mg/Kg,12,45,,2013,(*),,,,,,Sedaxane,FM 0183,Milk fats
2.0,2 mg/Kg,9,42,,2010,,,,,,,Boscalid,FM 0183,Milk fats
0.02,0.02 mg/Kg,8,41,,2009,,,,,,,Chlorpropham,FM 0183,Milk fats
0.8,0.8 mg/Kg,2016,49,,2017,,,,,,,Pendimethalin,FM 0183,Milk fats
0.01,0.01 mg/Kg,8,41,,2009,,,,,,,Diphenylamine,FM 0183,Milk fats
0.5,0.5 mg/Kg,8,41,,2009,,,,,,,Cypermethrins (including alpha- and zeta- cypermethrin),FM 0183,Milk fats
0.5,0.5 mg/Kg,2018,51,,2019,,,,,,,Ethiprole,FM 0183,Milk fats
5.0,5 mg/Kg,4,37,,2005,,,,,,,Spinosad,FM 0812,Cattle milk fat
2.0,2 mg/Kg,7,40,,2008,,,,,,,Cyfluthrin/beta-cyfluthrin,AB 0001,"Citrus pulp, dried"
2.0,2 mg/Kg,97,32,31,2001,,,,,Based on the use of carbosulfan,,Carbofuran,AB 0001,"Citrus pulp, dried"
0.1,0.1 mg/Kg,97,37,31-36,2005,,,,,,,Carbosulfan,AB 0001,"Citrus pulp, dried"
1.5,1.5 mg/Kg,2019,52,,2021,,,,,,,Fluensulfone,AB 0001,"Citrus pulp, dried"
4.0,4 mg/Kg,2013,46,,2014,,,,,,,Fenbuconazole,AB 0001,"Citrus pulp, dried"
60.0,60 mg/Kg,1999,34,33,2003,,,PoP,,,,2-Phenylphenol,AB 0001,"Citrus pulp, dried"
10.0,10 mg/Kg,2,36,35,2004,,,,,,,Propargite,AB 0001,"Citrus pulp, dried"
3.0,3 mg/Kg,1,37,34-36,2005,,,,,,,Methomyl,AB 0001,"Citrus pulp, dried"
8.0,8 mg/Kg,2019,52,,2021,,,,,,,Fluxapyroxad,AB 0001,"Citrus pulp, dried"
10.0,10 mg/Kg,2,36,35,2004,,,,,,,Imidacloprid,AB 0001,"Citrus pulp, dried"
6.0,6 mg/Kg,2019,52,,2021,,,,,,,Tolfenpyrad,AB 0001,"Citrus pulp, dried"
3.0,3 mg/Kg,2019,52,,2021,,,(dw),,,,Tebuconazole,AB 0001,"Citrus pulp, dried"
25.0,25 mg/Kg,,,,1995,,,,,,,Fenbutatin Oxide,AB 0001,"Citrus pulp, dried"
6.0,6 mg/Kg,10,43,,2011,,,,,,,Boscalid,AB 0001,"Citrus pulp, dried"
0.15,0.15 mg/Kg,2018,51,,2019,,,,,,,Oxathiapiprolin,AB 0001,"Citrus pulp, dried"
3.0,3 mg/Kg,2019,52,,2021,,,(dw),,,,Flonicamid,AB 0001,"Citrus pulp, dried"
0.4,0.4 mg/Kg,2019,52,,2021,,,,,(Based on processing studies on oranges),,Afidopyropen,AB 0001,"Citrus pulp, dried"
5.0,5 mg/Kg,2019,52,,2021,,,,,,,Buprofezin,AB 0001,"Citrus pulp, dried"
1.0,1 mg/Kg,4,38,37,2006,,,,,,Recommended withdrawal by JMPR (2021),Trifloxystrobin,AB 0001,"Citrus pulp, dried"
0.06,0.06 mg/Kg,2016,49,,2017,(*),,,,,,Fluazifop-p-butyl,AB 0001,"Citrus pulp, dried"
7.0,7 mg/Kg,9,42,,2010,,,,,,,Fluopicolide,AB 0269,"Grape pomace, dry"
4.0,4 mg/Kg,8,41,,2009,,,,,,,Spirotetramat,AB 0269,"Grape pomace, dry"
7.0,7 mg/Kg,3,37,36,2005,,,,,,,Famoxadone,AB 0269,"Grape pomace, dry"
15.0,15 mg/Kg,9,42,,2010,,,,,,,Hexythiazox,AB 0269,"Grape pomace, dry"
150.0,150 mg/Kg,2015,48,,2016,,,,,,,Fluxapyroxad,AB 0269,"Grape pomace, dry"
5.0,5 mg/Kg,9,43,,2011,,,,,,,Chlorpyrifos-Methyl,AB 0269,"Grape pomace, dry"
2.0,2 mg/Kg,7,40,,2008,,,,,,,Flusilazole,AB 0269,"Grape pomace, dry"
100.0,100 mg/Kg,,,,1995,,,,,,,Fenbutatin Oxide,AB 0269,"Grape pomace, dry"
40.0,40 mg/Kg,2,,,,,,,,,,Propargite,AB 0269,"Grape pomace, dry"
7.4,7.4 mg/Kg,2,36,35,2004,,,,,,,Carbaryl,AB 0447,Sweet corn cannery waste
15.0,15 mg/Kg,2019,52,,2021,,,,,,,Dicamba,AB 0541,Soya bean hulls
1.0,1 mg/Kg,1,36,"34,35",2004,,,,,,,Methomyl,AB 0541,Soya bean hulls
0.3,0.3 mg/Kg,2012,45,,2013,,,,,,,Fluxapyroxad,AB 0541,Soya bean hulls
0.05,0.05 mg/Kg,7,40,,2008,,,,,,,Flusilazole,AB 0541,Soya bean hulls
0.2,0.2 mg/Kg,2016,49,,2017,,,,,,,Teflubenzuron,AB 0541,Soya bean hulls
0.3,0.3 mg/Kg,2,36,35,2004,,,,,,,Carbaryl,AB 0541,Soya bean hulls
1.5,1.5 mg/Kg,2018,51,,2019,,,,,,,Diquat,AB 0541,Soya bean hulls
0.1,0.1 mg/Kg,2017,50,,2018,,,,,,,Fenpropimorph,AB 0596,"Sugar beet pulp, dry"
20.0,20 mg/Kg,2016,49,,2017,,,,,,,Fluazifop-p-butyl,AB 0596,"Sugar beet pulp, dry"
0.2,0.2 mg/Kg,4,38,37,2006,,,,,,,Trifloxystrobin,AB 0596,"Sugar beet pulp, dry"
0.3,0.3 mg/Kg,2015,48,,2016,,,,,,,Acetochlor,AB 0596,"Sugar beet pulp, dry"
0.2,0.2 mg/Kg,1,36,"34,35",2004,,,,,,,Methomyl,AB 0691,"Cotton seed, hulls"
1.0,1 mg/Kg,11,44,,2012,,,,,,,Spirotetramat,AB 1203,"Cotton seed, meal"
0.05,0.05 mg/Kg,1,36,34,2004,,,,,,,Methomyl,AB 1203,"Cotton seed, meal"
10.0,10 mg/Kg,2019,52,,2021,,,(dw),,,,Metconazole,AB 1204,Cotton gin trash
0.02,0.02 mg/Kg,2018,51,,2019,,,,,,,Tioxazafen,AB 1204,Cotton gin trash
20.0,20 mg/Kg,2012,46,45,2014,,,(DM),,,,Penthiopyrad,AB 1204,Cotton gin trash
1.5,1.5 mg/Kg,2019,52,,2021,,,,,,,Afidopyropen,AB 1204,Cotton gin trash
15.0,15 mg/Kg,2019,52,,2021,,,,,,,Dicamba,AB 1265,Soya bean meal
20.0,20 mg/Kg,1,36,"34,35",2004,,,,,,,Methomyl,AB 1265,Soya bean meal
0.06,0.06 mg/Kg,2018,51,,2019,,,,,,,Tioxazafen,AB 1265,Soya bean meal
0.1,0.1 mg/Kg,5,38,,2006,,,Po,,,,Sulfuryl fluoride,CF 0081,"Cereal bran, processed"
4.0,4 mg/Kg,2012,,45,2013,,,,,,,Fluxapyroxad,CF 0640,"Barley bran, processed"
6.0,6 mg/Kg,2013,46,,2014,,,,,,Recommended for withdrawal by JMPR (2021),Trinexapac-ethyl,CF 0640,"Barley bran, processed"
0.1,0.1 mg/Kg,2017,50,,2018,,,,,,,Bicyclopyrone,CF 0640,"Barley bran, processed"
0.1,0.1 mg/Kg,5,38,,2006,,,Po,,,,Sulfuryl fluoride,CF 0645,Maize meal
1.0,1 mg/Kg,2019,52,,2021,,,,,,,Pydiflumetofen,CF 0654,"Wheat bran, processed"
0.1,0.1 mg/Kg,2017,50,,2018,,,,,,,Bicyclopyrone,CF 0654,"Wheat bran, processed"
0.1,0.1 mg/Kg,2012,46,45,2014,,,,,,,Penthiopyrad,CF 0654,"Wheat bran, processed"
0.15,0.15 mg/Kg,2017,50,,2018,,,,,,,Picoxystrobin,CF 0654,"Wheat bran, processed"
0.25,0.25 mg/Kg,2014,47,,2015,,,,,,,Metrafenone,CF 0654,"Wheat bran, processed"
5.0,5 mg/Kg,2009,49,"43,44,45,46,47",2017,,,PoP,,,,Chlorpyrifos-Methyl,CF 1210,Wheat germ
2.0,2 mg/Kg,1,37,34-36,2005,,,,,,,Methomyl,CF 1210,Wheat germ
0.6,0.6 mg/Kg,2019,52,,2021,,,,,,,Pydiflumetofen,CF 1210,Wheat germ
0.1,0.1 mg/Kg,2014,47,,2015,,,,,,,Imazamox,CF 1210,Wheat germ
0.1,0.1 mg/Kg,5,38,,2006,,,Po,,,,Sulfuryl fluoride,CF 1210,Wheat germ
1.0,1 mg/Kg,2,36,35,2004,,,,,,,Carbaryl,CF 1210,Wheat germ
1.0,1 mg/Kg,2015,48,,2016,,,,,,,Ethephon,CF 1210,Wheat germ
5.0,5 mg/Kg,2016,49,,2017,,,,,,,Flupyradifurone,CF 1210,Wheat germ
0.06,0.06 mg/Kg,2017,50,,2018,,,,,,,Bicyclopyrone,CF 1210,Wheat germ
0.3,0.3 mg/Kg,2017,50,,2018,,,,,,,Fenpropimorph,CF 1210,Wheat germ
0.15,0.15 mg/Kg,2017,50,,2018,,,,,,,Picoxystrobin,CF 1210,Wheat germ
90.0,90 mg/Kg,2,36,34,2004,,,PoP,,,,Piperonyl Butoxide,CF 1210,Wheat germ
2.0,2 mg/Kg,,,,,,,PoP,,,,Permethrin,CF 1210,Wheat germ
1.0,1 mg/Kg,2010,43,,2011,,,Po,,,,Bifenthrin,CF 1210,Wheat germ
0.2,0.2 mg/Kg,2013,46,,2014,,,,,,,Penthiopyrad,CF 1210,Wheat germ
10.0,10 mg/Kg,2,36,34,2004,,,PoP,,,,Piperonyl Butoxide,CF 1211,Wheat flour
0.03,0.03 mg/Kg,2,36,35,2004,,,,,,,Imidacloprid,CF 1211,Wheat flour
0.2,0.2 mg/Kg,2,36,35,2004,,,,,,,Carbaryl,CF 1211,Wheat flour
0.5,0.5 mg/Kg,,,,,,,PoP,,,,Permethrin,CF 1211,Wheat flour
0.1,0.1 mg/Kg,5,38,,2006,,,Po,,,,Sulfuryl fluoride,CF 1211,Wheat flour
0.03,0.03 mg/Kg,1,37,34-36,2005,,,,,,,Methomyl,CF 1211,Wheat flour
0.7,0.7 mg/Kg,12,45,,2013,,,PoP,,,,Dichlorvos,CF 1211,Wheat flour
0.1,0.1 mg/Kg,0,35,34,2003,,,,,,,Chlorpyrifos,CF 1211,Wheat flour
0.3,0.3 mg/Kg,2,36,35,2004,,,PoP,,,,Deltamethrin,CF 1211,Wheat flour
0.2,0.2 mg/Kg,0,38,"33,35-37",2006,,,,,,,Malathion,CF 1211,Wheat flour
5.0,5 mg/Kg,2016,49,,2017,,,,,,,Flupyradifurone,CF 1212,Wheat wholemeal
0.1,0.1 mg/Kg,5,38,,2006,,,Po,,,,Sulfuryl fluoride,CF 1212,Wheat wholemeal
0.08,0.08 mg/Kg,2014,47,,2015,,,,,,,Metrafenone,CF 1212,Wheat wholemeal
30.0,30 mg/Kg,"01,02",36,34,2004,,,PoP,,,,Piperonyl Butoxide,CF 1212,Wheat wholemeal
2.0,2 mg/Kg,,,,,,,PoP,,,,Permethrin,CF 1212,Wheat wholemeal
3.0,3 mg/Kg,12,45,,2013,,,PoP,,,,Dichlorvos,CF 1212,Wheat wholemeal
2.0,2 mg/Kg,2,36,35,2004,,,PoP,,,,Deltamethrin,CF 1212,Wheat wholemeal
0.1,0.1 mg/Kg,2017,50,,2018,,,,,,,Fenpropimorph,CF 1212,Wheat wholemeal
0.1,0.1 mg/Kg,5,38,,2006,,,Po,,,,Sulfuryl fluoride,CF 1250,Rye flour
0.1,0.1 mg/Kg,5,38,,2006,,,Po,,,,Sulfuryl fluoride,CF 1251,Rye wholemeal
8.0,8 mg/Kg,2017,50,,2018,,,,,,,Chlormequat,CF 1251,Rye wholemeal
0.07,0.07 mg/Kg,2019,52,,2021,,,,,,,Pydiflumetofen,CF 1255,Maize flour
0.1,0.1 mg/Kg,5,38,,2006,,,Po,,,,Sulfuryl fluoride,CF 1255,Maize flour
0.05,0.05 mg/Kg,2012,46,45,2014,,,,,,,Penthiopyrad,CF 1255,Maize flour
0.2,0.2 mg/Kg,2,36,35,2004,,,,,,,Propargite,CF 1255,Maize flour
0.05,0.05 mg/Kg,4,38,37,2006,,,,,,,Paraquat,CF 1255,Maize flour
0.05,0.05 mg/Kg,5,38,,2006,,,,,,,Phorate,CF 1255,Maize flour
0.05,0.05 mg/Kg,1,36,34,2004,,,,,,,Piperonyl Butoxide,JF 0001,Citrus juice
0.5,0.5 mg/Kg,1999,34,33,2003,,,PoP,,,,2-Phenylphenol,JF 0004,Orange juice
0.3,0.3 mg/Kg,2,36,35,2004,,,,,,,Propargite,JF 0004,Orange juice
0.5,0.5 mg/Kg,1,35,34,2003,,,PoP,,,,Diphenylamine,JF 0226,Apple juice
0.2,0.2 mg/Kg,2,36,35,2004,,,,,,,Propargite,JF 0226,Apple juice
0.05,0.05 mg/Kg,2018,51,,2019,,,,,,,Abamectin,JF 0269,Grape juice
1.0,1 mg/Kg,2,36,35,2004,,,,,,,Propargite,JF 0269,Grape juice
0.2,0.2 mg/Kg,10,43,,2012,,"C,t",,,,,Clothianidin,JF 0269,Grape juice
0.07,0.07 mg/Kg,2014,47,,2015,,FL,,,,,Dichlobenil,JF 0269,Grape juice
0.3,0.3 mg/Kg,"01,02",36,34,2004,,,,,,,Piperonyl Butoxide,JF 0448,Tomato juice
3.0,3 mg/Kg,2,36,35,2004,,,,,,,Carbaryl,JF 0448,Tomato juice
0.01,0.01 mg/Kg,99,36,33-35,2004,,,,,,,Malathion,JF 0448,Tomato juice
0.1,0.1 mg/Kg,4,38,37,2006,,,,,,,Trifloxystrobin,DM 0596,Sugar beet molasses
0.3,0.3 mg/Kg,2019,42,,2021,,,,,,,Spirotetramat,DM 0596,Sugar beet molasses
0.3,0.3 mg/Kg,2015,48,,2016,,,,,,,Acetochlor,DM 0596,Sugar beet molasses
8.0,8 mg/Kg,12,45,,2013,,,,,,,Glufosinate-Ammonium,DM 0596,Sugar beet molasses
7.0,7 mg/Kg,2016,49,,2017,,,,,,,Fluazifop-p-butyl,DM 0596,Sugar beet molasses
0.5,0.5 mg/Kg,"11,12",45,44,2013,,,,,,,Azoxystrobin,DM 0604,"Ginseng, extracts"
0.06,0.06 mg/Kg,2019,52,,2021,(*),,,,,,Cypermethrins (including alpha- and zeta- cypermethrin),DM 0604,"Ginseng, extracts"
0.5,0.5 mg/Kg,2015,48,,2016,,,,,,,Tebuconazole,DM 0604,"Ginseng, extracts"
0.6,0.6 mg/Kg,2013,46,,2014,,,,,,,Difenoconazole,DM 0604,"Ginseng, extracts"
10.0,10 mg/Kg,5,38,,2006,,,,,,,Glyphosate,DM 0659,Sugar cane molasses
0.5,0.5 mg/Kg,2019,52,,2021,,,,,,,Fluensulfone,DM 0659,Sugar cane molasses
1.0,1 mg/Kg,2016,49,,2017,,,,,,,Saflufenacil,DM 0659,Sugar cane molasses
0.5,0.5 mg/Kg,1994,29,,1997,,,,,,NOTE (CXSEC): CCPR52 (2020) may consider to recommend revocation of this CXL.,Profenofos,DT 0171,Teas (tea and herb teas)
40.0,40 mg/Kg,2019,52,,2021,,,,,,,Boscalid,DT 1114,"Tea, green, black (black, fermented and dried)"
5.0,5 mg/Kg,2,36,35,2004,,,,,,,Propargite,DT 1114,"Tea, green, black (black, fermented and dried)"
10.0,10 mg/Kg,,43,,2011,,,,,,,Endosulfan,DT 1114,"Tea, green, black (black, fermented and dried)"
0.7,0.7 mg/Kg,10,43,,2011,,T,,,,,Clothianidin,DT 1114,"Tea, green, black (black, fermented and dried)"
50.0,50 mg/Kg,2019,52,,2021,,,,,,,Cyclaniliprole,DT 1114,"Tea, green, black (black, fermented and dried)"
2.0,2 mg/Kg,4,37,,2005,,,,,,,Chlorpyrifos,DT 1114,"Tea, green, black (black, fermented and dried)"
20.0,20 mg/Kg,10,43,,2011,,,,,,,Thiamethoxam,DT 1114,"Tea, green, black (black, fermented and dried)"
15.0,15 mg/Kg,2019,52,,2021,,,,,,,Picoxystrobin,DT 1114,"Tea, green, black (black, fermented and dried)"
15.0,15 mg/Kg,10,43,,2011,,,,,,,Etoxazole,DT 1114,"Tea, green, black (black, fermented and dried)"
5.0,5 mg/Kg,2013,46,,2014,,,,,,,Indoxacarb,DT 1114,"Tea, green, black (black, fermented and dried)"
0.2,0.2 mg/Kg,4,38,37,2006,,,,,,,Paraquat,DT 1114,"Tea, green, black (black, fermented and dried)"
0.5,0.5 mg/Kg,,28,,1997,,,,,,,Methidathion,DT 1114,"Tea, green, black (black, fermented and dried)"
20.0,20 mg/Kg,,,,,,,,,,,Permethrin,DT 1114,"Tea, green, black (black, fermented and dried)"
50.0,50 mg/Kg,10,43,,2011,,,,,,,Flubendiamide,DT 1114,"Tea, green, black (black, fermented and dried)"
5.0,5 mg/Kg,2,36,35,2004,,,,,,,Deltamethrin,DT 1114,"Tea, green, black (black, fermented and dried)"
40.0,40 mg/Kg,12,45,,2013,,,,,DDT may be present in tea as a result of its presence as a contaminant in the technical grade dicofol.,,Dicofol,DT 1114,"Tea, green, black (black, fermented and dried)"
15.0,15 mg/Kg,11,44,,2012,,C,,,,,Cypermethrins (including alpha- and zeta- cypermethrin),DT 1114,"Tea, green, black (black, fermented and dried)"
3.0,3 mg/Kg,2014,47,,2015,,,,,,,Fenpropathrin,DT 1114,"Tea, green, black (black, fermented and dried)"
8.0,8 mg/Kg,2017,50,,2018,,,,,,,Fenpyroximate,DT 1114,"Tea, green, black (black, fermented and dried)"
70.0,70 mg/Kg,2016,49,,2017,,,,,,,Spiromesifen,DT 1114,"Tea, green, black (black, fermented and dried)"
50.0,50 mg/Kg,2015,48,,2016,,,,,,,Imidacloprid,DT 1114,"Tea, green, black (black, fermented and dried)"
30.0,30 mg/Kg,2010,43,,2011,,,,,,,Bifenthrin,DT 1114,"Tea, green, black (black, fermented and dried)"
20.0,20 mg/Kg,2014,47,,2015,,,,,,,Flufenoxuron,DT 1114,"Tea, green, black (black, fermented and dried)"
6.0,6 mg/Kg,2018,51,,2019,,,,,,,Pyraclostrobin,DT 1114,"Tea, green, black (black, fermented and dried)"
15.0,15 mg/Kg,11,44,,2012,,,,,,,Hexythiazox,DT 1114,"Tea, green, black (black, fermented and dried)"
60.0,60 mg/Kg,2018,51,,2019,,,,,,,Chlorfenapyr,DT 1114,"Tea, green, black (black, fermented and dried)"
30.0,30 mg/Kg,12,45,,2013,,,,,,,Buprofezin,DT 1116,"Tea, green"
30.0,30 mg/Kg,2013,46,,2014,,,,,,,Tolfenpyrad,DT 1116,"Tea, green"
1.0,1 mg/Kg,,,,,,,,,,see Citrus fruits.,Fenthion,OC 0305,"Olive oil, virgin"
0.07,0.07 mg/Kg,2018,51,,2019,,,,,,,Pyraclostrobin,OC 0305,"Olive oil, virgin"
0.9,0.9 mg/Kg,12,45,,2013,,,,,,,Trifloxystrobin,OC 0305,"Olive oil, virgin"
1.0,1 mg/Kg,2018,51,,2019,,,,,,,Kresoxim-Methyl,OC 0305,"Olive oil, virgin"
20.0,20 mg/Kg,2019,52,,2021,,,,,,"The name for this category is OC 0305 Olive oil, virgun as opposed to olive oil, crude (Annex I, JMPR 2019 regular meeting)",Buprofezin,OC 0305,"Olive oil, virgin"
0.5,0.5 mg/Kg,8,41,,2009,,,,,,,Cypermethrins (including alpha- and zeta- cypermethrin),OC 0305,"Olive oil, virgin"
25.0,25 mg/Kg,2,36,35,2004,,,,,,,Carbaryl,OC 0305,"Olive oil, virgin"
0.5,0.5 mg/Kg,"94,97",35,"28,31-34",2003,(*),,,,,Recommended for withdrawal,Clethodim,OC 0495,"Rape seed oil, crude"
1.0,1 mg/Kg,2012,46,45,2014,,,,,,,Penthiopyrad,OC 0495,"Rape seed oil, crude"
0.05,0.05 mg/Kg,12,45,,2013,(*),,,,,,Glufosinate-Ammonium,OC 0495,"Rape seed oil, crude"
0.05,0.05 mg/Kg,,,,,,,,E,,,Chlordane,OC 0541,"Soya bean oil, crude"
0.1,0.1 mg/Kg,,,,,,,,,,,Permethrin,OC 0541,"Soya bean oil, crude"
0.2,0.2 mg/Kg,2,36,35,2004,,,,,,,Carbaryl,OC 0541,"Soya bean oil, crude"
1.0,1 mg/Kg,94,35,"28,31-34",2003,,,,,,Recommended for withdrawal,Clethodim,OC 0541,"Soya bean oil, crude"
0.5,0.5 mg/Kg,,,,,,,,E,,,Heptachlor,OC 0541,"Soya bean oil, crude"
0.2,0.2 mg/Kg,1,36,"34,35",2004,,,,,,,Methomyl,OC 0541,"Soya bean oil, crude"
2.0,2 mg/Kg,6,39,,2007,,,,,,,Endosulfan,OC 0541,"Soya bean oil, crude"
0.4,0.4 mg/Kg,2018,51,,2018,,,,,,,Chlorfenapyr,OC 0541,"Soya bean oil, crude"
0.15,0.15 mg/Kg,2012,46,45,2014,,,,,,,Penthiopyrad,OC 0645,"Maize oil, crude"
200.0,200 mg/Kg,5,38,,2006,,,PoP,,,,Methoprene,OC 0645,"Maize oil, crude"
0.7,0.7 mg/Kg,2,36,35,2004,,,,,,,Propargite,OC 0645,"Maize oil, crude"
0.1,0.1 mg/Kg,5,38,,2006,,,,,,,Phorate,OC 0645,"Maize oil, crude"
0.1,0.1 mg/Kg,2,36,35,2004,,,,,,,Carbaryl,OC 0645,"Maize oil, crude"
80.0,80 mg/Kg,"01,02",36,34,2004,,,PoP,,,,Piperonyl Butoxide,OC 0645,"Maize oil, crude"
0.01,0.01 mg/Kg,1999,34,33,2003,,,,,,,Pyriproxyfen,OC 0691,"Cotton seed oil, crude"
0.01,0.01 mg/Kg,1,35,34,2003,(*),,,,,,Spinosad,OC 0691,"Cotton seed oil, crude"
0.05,0.05 mg/Kg,99,36,33-35,2004,(*),,,,,,Fenamiphos,OC 0691,"Cotton seed oil, crude"
0.1,0.1 mg/Kg,1,35,,2003,,,,,,,Dimethipin,OC 0691,"Cotton seed oil, crude"
1.0,1 mg/Kg,7,40,,2008,,,,,,,Triazophos,OC 0691,"Cotton seed oil, crude"
0.5,0.5 mg/Kg,"94,97",35,"28,31-34",2003,(*),,,,,Recommended for withdrawal,Clethodim,OC 0691,"Cotton seed oil, crude"
0.05,0.05 mg/Kg,,,,,,,,,,,Amitraz,OC 0691,"Cotton seed oil, crude"
1.0,1 mg/Kg,7,40,,2008,,,,,,,Cyfluthrin/beta-cyfluthrin,OC 0691,"Cotton seed oil, crude"
13.0,13 mg/Kg,99,38,33-37,2006,,,,,,,Malathion,OC 0691,"Cotton seed oil, crude"
0.05,0.05 mg/Kg,,,,,,,,E,,,Chlordane,OC 0691,"Cotton seed oil, crude"
0.05,0.05 mg/Kg,,,,,,,,E,,,Chlordane,OC 0693,"Linseed oil, crude"
0.3,0.3 mg/Kg,2,36,35,2004,,,,,,,Propargite,OC 0697,"Peanut oil, crude"
0.05,0.05 mg/Kg,99,36,33-35,2004,(*),,,,,,Fenamiphos,OC 0697,"Peanut oil, crude"
