mrl,mrl_formatted,jmpr,ccpr,prior_ccpr,cac_year,lod,source_of_res,fat_ph,tev,footnote,footnote_ccpr,step,pesticide,commodity_code,commodity_name
0.02,0.02 mg/Kg,2015,48,,2016,,,(fat),,,,CXL,Lufenuron,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2015,48,,2016,(*),,,,,,CXL,Lufenuron,VD 0541,Soya bean (dry)
0.09,0.09 mg/Kg,2015,48,,2016,,,,,,,CXL,Lufenuron,VC 0424,Cucumber
5.0,5 mg/Kg,2018,51,,2019,,,,,,,CXL,Lufenuron,FM 0183,Milk fats
2.0,2 mg/Kg,2018,51,,2019,,,,,,,CXL,Lufenuron,MF 0100,Mammalian fats (except milk fats)
0.4,0.4 mg/Kg,2015,48,,2016,,,,,,,CXL,Lufenuron,VO 0448,Tomato
0.8,0.8 mg/Kg,2015,48,,2012,,,,,,,CXL,Lufenuron,VO 0445,"Peppers, sweet (including pimento or pimiento)"
0.01,0.01 mg/Kg,2018,51,,2019,,,,,,,CXL,Lufenuron,GC 0645,Maize
0.4,0.4 mg/Kg,2018,51,,2019,,,,,,,CXL,Lufenuron,FC 0205,Lime
0.07,0.07 mg/Kg,2018,51,,2019,,,,,,,CXL,Lufenuron,SB 0716,Coffee beans
0.4,0.4 mg/Kg,2015,48,,2016,,,,,,,CXL,Lufenuron,VC 0046,"Melons, except watermelon"
0.04,0.04 mg/Kg,2015,48,,2016,,,,,,,CXL,Lufenuron,PF 0111,Poultry fats
0.02,0.02 mg/Kg,2015,48,,2016,,,,,,,CXL,Lufenuron,PM 0110,Poultry meat
0.15,0.15 mg/Kg,2018,51,,2019,,,,,,,CXL,Lufenuron,ML 0106,Milks
1.0,1 mg/Kg,2018,51,,2019,,,,,,,CXL,Lufenuron,FP 0009,Pome fruits (group)
0.02,0.02 mg/Kg,2015,48,,2016,,,,,,,CXL,Lufenuron,PE 0112,Eggs
0.01,0.01 mg/Kg,2015,48,,2016,(*),,,,,,CXL,Lufenuron,VR 0589,Potato
2.0,2 mg/Kg,2018,51,,2019,,,(fat),,,,CXL,Lufenuron,MM 0095,Meat (from mammals other than marine mammals)
0.15,0.15 mg/Kg,2018,51,,2019,,,,,,,CXL,Lufenuron,MO 0105,Edible offal (mammalian)
8.0,8 mg/Kg,2018,51,,2019,,,,,,,CXL,Lufenuron,OR 0004,"Orange oil, edible"
15.0,15 mg/Kg,2019,52,,2021,,,,,(based on Fosetyl-Al use),,CXL,Fosetyl Al,FI 0353,Pineapple
70.0,70 mg/Kg,2019,52,,2021,,,,,(based on Fosetyl-Al use),,CXL,Fosetyl Al,FB 0264,Blackberries
50.0,50 mg/Kg,2017,50,,2018,,,,,,,CXL,Fosetyl Al,FC 0003,Mandarins (including mandarin-like hybrids) (subgroup)
60.0,60 mg/Kg,2017,50,,2018,,,,,,,CXL,Fosetyl Al,VC 0046,"Melons, except watermelon"
20.0,20 mg/Kg,2017,50,,2018,,,,,,,CXL,Fosetyl Al,VL 0502,Spinach
70.0,70 mg/Kg,2017,50,,2018,,,,,,,CXL,Fosetyl Al,FB 0275,Strawberry
7.0,7 mg/Kg,2017,50,,2018,,,,,,,CXL,Fosetyl Al,VO 0445,"Peppers, sweet (including pimento or pimiento)"
0.2,0.2 mg/Kg,2019,52,,2021,(*),,,,(based on Fosetyl use),,CXL,Fosetyl Al,VL 0480,"Kale (Collards, curly kale, Scotch kale, thousand-headed kale; not including Marrow-stem kele)"
0.3,0.3 mg/Kg,2019,52,,2021,,,,,,,CXL,Fosetyl Al,MF 0100,Mammalian fats (except milk fats)
0.15,0.15 mg/Kg,2017,50,,2018,,,,,,,CXL,Fosetyl Al,MM 0095,Meat (from mammals other than marine mammals)
150.0,150 mg/Kg,2019,52,,2021,,,,,(based on Fosetyl-Al use),,CXL,Fosetyl Al,FI 0341,Kiwifruit
8.0,8 mg/Kg,2017,50,,2018,,,,,,,CXL,Fosetyl Al,VO 0448,Tomato
0.5,0.5 mg/Kg,2017,50,,2018,,,,,,,CXL,Fosetyl Al,MO 0105,Edible offal (mammalian)
20.0,20 mg/Kg,2017,50,,2018,,,,,,,CXL,Fosetyl Al,FI 0326,Avocado
0.05,0.05 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Fosetyl Al,PF 0111,Poultry fats
30.0,30 mg/Kg,2019,52,,2021,,,,,(based on Fosetyl-Al use),,CXL,Fosetyl Al,SB 0716,Coffee beans
40.0,40 mg/Kg,2017,50,,2018,,,,,,,CXL,Fosetyl Al,VL 0483,"Lettuce, leaf"
0.05,0.05 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Fosetyl Al,PE 0112,Eggs
0.1,0.1 mg/Kg,2017,50,,2018,,,,,,,CXL,Fosetyl Al,ML 0106,Milks
60.0,60 mg/Kg,2017,50,,2018,,,,,,,CXL,Fosetyl Al,VC 0424,Cucumber
200.0,200 mg/Kg,2017,50,,2018,,,,,,,CXL,Fosetyl Al,VL 0482,"Lettuce, head"
60.0,60 mg/Kg,2017,50,,2018,,,,,,,CXL,Fosetyl Al,FB 0269,Grapes
70.0,70 mg/Kg,2017,50,,2018,,,,,,,CXL,Fosetyl Al,VC 0431,"Squash, summer"
1500.0,"1,500 mg/Kg",2017,50,,2018,,,,,,,CXL,Fosetyl Al,DH 1100,"Hops, dry"
400.0,400 mg/Kg,2017,50,,2018,,,,,,,CXL,Fosetyl Al,TN 0085,Tree nuts (group)
20.0,20 mg/Kg,2017,50,,2018,,,,,,,CXL,Fosetyl Al,FC 0004,"Oranges, sweet, sour (including Orange-like hybrids) (subgroup)"
0.05,0.05 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Fosetyl Al,PM 0110,Poultry meat
0.2,0.2 mg/Kg,2019,52,,2021,(*),,,,(based on Fosetyl use),,CXL,Fosetyl Al,VB 2036,Head brassicas (subgroup)
50.0,50 mg/Kg,2017,50,,2018,,,,,,,CXL,Fosetyl Al,FP 0009,Pome fruits (group)
0.2,0.2 mg/Kg,2019,52,,2021,(*),,,,(based on Fosetyl use),,CXL,Fosetyl Al,VB 0042,Flowerhead brassicas (subgroup)
0.05,0.05 mg/Kg,2019,,,2021,(*),,,,,,CXL,Fosetyl Al,PO 0111,"Poultry, edible offal of"
8.0,8 mg/Kg,6,39,,2007,,,,,,,CXL,Quinoxyfen,VL 0482,"Lettuce, head"
1.0,1 mg/Kg,6,39,,2007,,,,,,,CXL,Quinoxyfen,VO 0051,Peppers (subgroup)
10.0,10 mg/Kg,6,39,,2007,,,,,,,CXL,Quinoxyfen,HS 0444,"Peppers chili, dried"
0.01,0.01 mg/Kg,6,39,,2007,,,,,,,CXL,Quinoxyfen,ML 0106,Milks
0.2,0.2 mg/Kg,7,40,39,2008,,,(fat),,,,CXL,Quinoxyfen,MM 0095,Meat (from mammals other than marine mammals)
0.03,0.03 mg/Kg,6,39,,2007,,,,,,,CXL,Quinoxyfen,VR 0596,Sugar beet
1.0,1 mg/Kg,6,39,,2007,,,,,,,CXL,Quinoxyfen,FB 0278,"Currant, black"
1.0,1 mg/Kg,6,39,,2007,,,,,,,CXL,Quinoxyfen,FB 0275,Strawberry
0.01,0.01 mg/Kg,6,39,,2007,(*),,,,,,CXL,Quinoxyfen,GC 0640,Barley
1.0,1 mg/Kg,6,39,,2007,,,,,,,CXL,Quinoxyfen,DH 1100,"Hops, dry"
0.01,0.01 mg/Kg,6,39,,2007,,,,,,,CXL,Quinoxyfen,PO 0111,"Poultry, edible offal of"
0.4,0.4 mg/Kg,6,39,,2007,,,,,,Recommended for withdrawal by JMPR (2021),CXL,Quinoxyfen,FS 0013,Cherries (subgroup)
0.1,0.1 mg/Kg,6,39,,2007,,,,,,,CXL,Quinoxyfen,VC 0046,"Melons, except watermelon"
2.0,2 mg/Kg,6,39,,2007,,,,,,,CXL,Quinoxyfen,FB 0269,Grapes
0.02,0.02 mg/Kg,6,39,,2007,,,(fat),,,,CXL,Quinoxyfen,PM 0110,Poultry meat
0.2,0.2 mg/Kg,6,39,,2007,,,,,,,CXL,Quinoxyfen,FM 0183,Milk fats
20.0,20 mg/Kg,6,39,,2007,,,,,,,CXL,Quinoxyfen,VL 0483,"Lettuce, leaf"
0.01,0.01 mg/Kg,6,39,,2007,(*),,,,,,CXL,Quinoxyfen,GC 0654,Wheat
0.01,0.01 mg/Kg,6,39,,2007,(*),,,,,,CXL,Quinoxyfen,MO 0105,Edible offal (mammalian)
0.01,0.01 mg/Kg,6,39,,2007,(*),,,,,,CXL,Quinoxyfen,PE 0112,Eggs
0.05,0.05 mg/Kg,9,42,,2010,,,,,,,CXL,Hexythiazox,PE 0112,Eggs
0.4,0.4 mg/Kg,9,42,,2010,,,,,,,CXL,Hexythiazox,FP 0009,Pome fruits (group)
0.05,0.05 mg/Kg,9,42,,2010,(*),,(fat),,,,CXL,Hexythiazox,PM 0110,Poultry meat
6.0,6 mg/Kg,11,45,44,2013,,,,,,,CXL,Hexythiazox,FB 0275,Strawberry
0.05,0.05 mg/Kg,9,42,,2010,,,,,,,CXL,Hexythiazox,MF 0100,Mammalian fats (except milk fats)
3.0,3 mg/Kg,11,44,,2012,,,,,,,CXL,Hexythiazox,DH 1100,"Hops, dry"
0.05,0.05 mg/Kg,9,42,,2010,,,,,,,CXL,Hexythiazox,MO 0105,Edible offal (mammalian)
2.0,2 mg/Kg,9,42,,2010,,,,,,,CXL,Hexythiazox,FT 0295,Date
0.05,0.05 mg/Kg,9,42,,2010,,,,,,,CXL,Hexythiazox,FM 0183,Milk fats
1.0,1 mg/Kg,9,42,,2010,,,,,,,CXL,Hexythiazox,DF 0014,Prunes
0.05,0.05 mg/Kg,9,42,,2010,(*),,,,,,CXL,Hexythiazox,TN 0085,Tree nuts (group)
15.0,15 mg/Kg,9,42,,2010,,,,,,,CXL,Hexythiazox,AB 0269,"Grape pomace, dry"
0.05,0.05 mg/Kg,9,42,,2010,,,,,,,CXL,Hexythiazox,PO 0111,"Poultry, edible offal of"
0.5,0.5 mg/Kg,9,42,,2010,,,,,,,CXL,Hexythiazox,FC 0001,Citrus fruits (group)
0.05,0.05 mg/Kg,9,42,,2010,,,,,,,CXL,Hexythiazox,ML 0106,Milks
0.05,0.05 mg/Kg,9,42,,2010,,,,,Except watermelon.,,CXL,Hexythiazox,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.3,0.3 mg/Kg,9,42,,2010,,,,,,,CXL,Hexythiazox,FS 0012,Stone fruits (group)
1.0,1 mg/Kg,9,42,,2010,,,,,,,CXL,Hexythiazox,FB 0269,Grapes
0.1,0.1 mg/Kg,9,42,,2010,,,,,,,CXL,Hexythiazox,VO 0448,Tomato
0.1,0.1 mg/Kg,9,42,,2010,,,,,,,CXL,Hexythiazox,VO 0440,Egg plant
1.0,1 mg/Kg,9,42,,2010,,,,,,,CXL,Hexythiazox,DF 0269,"Grape, dried (= Currants, Raisins and Sultanas)"
0.05,0.05 mg/Kg,9,42,,2010,,,(fat),,,,CXL,Hexythiazox,MM 0095,Meat (from mammals other than marine mammals)
15.0,15 mg/Kg,11,44,,2012,,,,,,,CXL,Hexythiazox,DT 1114,"Tea, green, black (black, fermented and dried)"
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Tolfenpyrad,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Tolfenpyrad,MF 0100,Mammalian fats (except milk fats)
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Tolfenpyrad,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Tolfenpyrad,PE 0112,Eggs
0.4,0.4 mg/Kg,2019,52,,2021,,,,,,,CXL,Tolfenpyrad,MO 0105,Edible offal (mammalian)
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Tolfenpyrad,VR 0589,Potato
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Tolfenpyrad,MM 0095,Meat (from mammals other than marine mammals)
5.0,5 mg/Kg,2019,52,,2021,,,,,,,CXL,Tolfenpyrad,HS 0444,"Peppers chili, dried"
0.6,0.6 mg/Kg,2019,52,,2021,,,,,,,CXL,Tolfenpyrad,FC 0005,"Pummelo and grapefruits (including Shaddock-like hybrids, among others Grapefruit) (subgroup)"
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Tolfenpyrad,TN 0672,Pecan
0.6,0.6 mg/Kg,2019,52,,2021,,,,,,,CXL,Tolfenpyrad,FC 0004,"Oranges, sweet, sour (including Orange-like hybrids) (subgroup)"
0.9,0.9 mg/Kg,2019,52,,2021,,,,,,,CXL,Tolfenpyrad,FC 0002,Lemons and limes (including citron) (subgroup)
0.9,0.9 mg/Kg,2019,52,,2021,,,,,,,CXL,Tolfenpyrad,FC 0003,Mandarins (including mandarin-like hybrids) (subgroup)
0.5,0.5 mg/Kg,2019,52,,2021,,,,,"(except martynia, okra and roselle)",,CXL,Tolfenpyrad,VO 0051,Peppers (subgroup)
0.09,0.09 mg/Kg,2019,52,,2021,,,,,,,CXL,Tolfenpyrad,VA 2031,Bulb onions (subgroup)
80.0,80 mg/Kg,2019,52,,2021,,,,,,,CXL,Tolfenpyrad,OR 0001,"Citrus oil, edible"
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Tolfenpyrad,ML 0106,Milks
30.0,30 mg/Kg,2013,46,,2014,,,,,,,CXL,Tolfenpyrad,DT 1116,"Tea, green"
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Tolfenpyrad,PM 0110,Poultry meat
6.0,6 mg/Kg,2019,52,,2021,,,,,,,CXL,Tolfenpyrad,AB 0001,"Citrus pulp, dried"
0.1,0.1 mg/Kg,2015,48,,2016,,,,,,,CXL,Profenofos,HS 0731,"Fennel, seed"
0.5,0.5 mg/Kg,1994,29,,1997,,,,,,NOTE (CXSEC): CCPR52 (2020) may consider to recommend revocation of this CXL.,CXL,Profenofos,DT 0171,Teas (tea and herb teas)
0.07,0.07 mg/Kg,2015,48,,2016,,,,,(except cardamom),,CXL,Profenofos,HS 0191,"Spices, fruits and berries"
3.0,3 mg/Kg,2008,41,,2009,,,,,,,CXL,Profenofos,SO 0691,Cotton seed
0.1,0.1 mg/Kg,2015,48,,2016,,,,,,,CXL,Profenofos,HS 0779,"Coriander, seed"
20.0,20 mg/Kg,2011,44,,2012,,,,,,,CXL,Profenofos,HS 0444,"Peppers chili, dried"
3.0,3 mg/Kg,2011,44,,2012,,,,,,,CXL,Profenofos,VO 0444,Peppers chili
0.05,0.05 mg/Kg,2008,41,,2009,(*),,,,,,CXL,Profenofos,PM 0110,Poultry meat
10.0,10 mg/Kg,2008,41,,2009,,,,,,,CXL,Profenofos,VO 0448,Tomato
0.02,0.02 mg/Kg,2008,41,,2009,(*),,,,,,CXL,Profenofos,PE 0112,Eggs
0.05,0.05 mg/Kg,2010,43,,2011,,,,,,,CXL,Profenofos,HS 0193,"Spices, roots and rhizomes"
0.05,0.05 mg/Kg,2008,41,,2009,(*),,,,,,CXL,Profenofos,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,2008,41,,2009,(*),,,,,,CXL,Profenofos,MO 0105,Edible offal (mammalian)
3.0,3 mg/Kg,2015,48,,2016,,,,,,,CXL,Profenofos,HS 0775,Cardamom
0.01,0.01 mg/Kg,2008,41,,2009,(*),,,,,,CXL,Profenofos,ML 0106,Milks
0.04,0.04 mg/Kg,2018,51,,2019,,,,,,,CXL,Profenofos,SB 0716,Coffee beans
0.05,0.05 mg/Kg,2008,41,,2009,(*),,,,,,CXL,Profenofos,MM 0095,Meat (from mammals other than marine mammals)
0.2,0.2 mg/Kg,2008,41,,2009,,,,,,,CXL,Profenofos,FI 0345,Mango
5.0,5 mg/Kg,2015,48,,2016,,,,,,,CXL,Profenofos,HS 0780,Cumin seed
10.0,10 mg/Kg,2008,41,,2009,,,,,,,CXL,Profenofos,FI 0346,Mangostan
0.2,0.2 mg/Kg,2019,52,,2021,,,,,,,CXL,Metaflumizone,VD 0541,Soya bean (dry)
0.6,0.6 mg/Kg,2019,52,,2021,,,,,,,CXL,Metaflumizone,FM 0183,Milk fats
0.08,0.08 mg/Kg,2019,52,,2021,,,,,,,CXL,Metaflumizone,PF 0111,Poultry fats
0.6,0.6 mg/Kg,9,42,,2010,,,,,,,CXL,Metaflumizone,VO 0051,Peppers (subgroup)
13.0,13 mg/Kg,2019,52,,2021,,,,,,,CXL,Metaflumizone,DF 0269,"Grape, dried (= Currants, Raisins and Sultanas)"
0.15,0.15 mg/Kg,2019,52,,2021,,,,,,,CXL,Metaflumizone,MF 0100,Mammalian fats (except milk fats)
0.02,0.02 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Metaflumizone,GS 0659,Sugar cane
0.04,0.04 mg/Kg,2019,52,,2021,,,,,,,CXL,Metaflumizone,GC 0645,Maize
0.9,0.9 mg/Kg,2019,52,,2021,,,,,,,CXL,Metaflumizone,FP 0226,Apple
7.0,7 mg/Kg,9,42,,2010,,,,,,,CXL,Metaflumizone,VL 0482,"Lettuce, head"
6.0,6 mg/Kg,9,42,,2010,,,,,,,CXL,Metaflumizone,HS 0444,"Peppers chili, dried"
5.0,5 mg/Kg,2019,52,,2021,,,,,,,CXL,Metaflumizone,FB 0269,Grapes
1.0,1 mg/Kg,2019,52,,2021,,,,,,"The name of this food category is VC 0046 Melons, except watermelon",CXL,Metaflumizone,VC 0046,"Melons, except watermelon"
3.0,3 mg/Kg,2019,52,,2021,,,,,,,CXL,Metaflumizone,FC 0004,"Oranges, sweet, sour (including Orange-like hybrids) (subgroup)"
6.0,6 mg/Kg,9,42,,2010,,,,,,,CXL,Metaflumizone,VL 0466,Chinese cabbage (type pack-choi)
0.02,0.02 mg/Kg,9,42,,2010,(*),,,,,,CXL,Metaflumizone,VR 0589,Potato
0.02,0.02 mg/Kg,2019,52,,2021,,,,,,,CXL,Metaflumizone,PE 0112,Eggs
0.02,0.02 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Metaflumizone,PO 0111,"Poultry, edible offal of"
0.6,0.6 mg/Kg,9,42,,2010,,,,,,,CXL,Metaflumizone,VO 0448,Tomato
0.02,0.02 mg/Kg,2019,52,,2021,(*),,(fat),,,,CXL,Metaflumizone,PM 0110,Poultry meat
0.02,0.02 mg/Kg,2019,52,,2021,,,,,,,CXL,Metaflumizone,ML 0106,Milks
100.0,100 mg/Kg,2019,52,,2021,,,,,,,CXL,Metaflumizone,OR 0004,"Orange oil, edible"
2.0,2 mg/Kg,2019,52,,2021,,,,,,,CXL,Metaflumizone,FC 0002,Lemons and limes (including citron) (subgroup)
0.02,0.02 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Metaflumizone,MO 0105,Edible offal (mammalian)
0.02,0.02 mg/Kg,2019,52,,2021,(*),,(fat),,,,CXL,Metaflumizone,MM 0095,Meat (from mammals other than marine mammals)
0.6,0.6 mg/Kg,9,42,,2010,,,,,,,CXL,Metaflumizone,VO 0440,Egg plant
0.8,0.8 mg/Kg,9,42,,2010,,,,,,,CXL,Metaflumizone,VB 0402,Brussels sprouts
0.15,0.15 mg/Kg,2019,52,,2021,,,,,,,CXL,Metaflumizone,SB 0716,Coffee beans
0.3,0.3 mg/Kg,2016,49,,2017,,,,,,,CXL,Teflubenzuron,SB 0716,Coffee beans
0.01,0.01 mg/Kg,2016,49,,2017,,,,,,,CXL,Teflubenzuron,OR 0645,"Maize oil, edible"
0.5,0.5 mg/Kg,2016,49,,2017,,,,,,,CXL,Teflubenzuron,VC 0424,Cucumber
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Teflubenzuron,MF 0100,Mammalian fats (except milk fats)
126.0,126 mg/Kg,2016,49,,2017,,,,,,,CXL,Teflubenzuron,OR 0004,"Orange oil, edible"
0.2,0.2 mg/Kg,2016,49,,2017,,,,,,,CXL,Teflubenzuron,AB 0541,Soya bean hulls
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Teflubenzuron,FM 0183,Milk fats
0.3,0.3 mg/Kg,2016,49,,2017,,,,,,,CXL,Teflubenzuron,SO 0702,Sunflower seed
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Teflubenzuron,MM 0095,Meat (from mammals other than marine mammals)
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Teflubenzuron,PE 0112,Eggs
1.5,1.5 mg/Kg,2016,49,,2017,,,,,,,CXL,Teflubenzuron,VO 0448,Tomato
0.5,0.5 mg/Kg,2016,49,,2017,,,,,(includes all commodities in this subgroup),,CXL,Teflubenzuron,FC 0002,Lemons and limes (including citron) (subgroup)
0.5,0.5 mg/Kg,2016,49,,2017,,,,,(includes all commodities in this subgroup),,CXL,Teflubenzuron,FC 0004,"Oranges, sweet, sour (including Orange-like hybrids) (subgroup)"
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Teflubenzuron,MO 0105,Edible offal (mammalian)
0.3,0.3 mg/Kg,2016,49,,2017,,,,,,,CXL,Teflubenzuron,VC 0046,"Melons, except watermelon"
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Teflubenzuron,PM 0110,Poultry meat
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Teflubenzuron,PO 0111,"Poultry, edible offal of"
1.5,1.5 mg/Kg,2016,49,,2017,,,,,,,CXL,Teflubenzuron,VC 0425,Gherkin
0.5,0.5 mg/Kg,2016,49,,2017,,,,,,,CXL,Teflubenzuron,FP 0226,Apple
0.7,0.7 mg/Kg,2016,49,,2017,,,,,,,CXL,Teflubenzuron,FB 0269,Grapes
0.05,0.05 mg/Kg,2016,49,,2017,,,,,,,CXL,Teflubenzuron,VD 0541,Soya bean (dry)
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Teflubenzuron,GS 0659,Sugar cane
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Teflubenzuron,VB 0404,Cauliflower
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Teflubenzuron,GC 0645,Maize
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Teflubenzuron,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Teflubenzuron,ML 0107,"Milk of cattle, goats & sheep"
0.4,0.4 mg/Kg,2016,49,,2017,,,,,,,CXL,Teflubenzuron,FI 0350,Papaya
0.2,0.2 mg/Kg,2008,41,,2009,,,,,,,CXL,Mandipropamid,VC 0424,Cucumber
10.0,10 mg/Kg,2008,41,,2009,,,,,,,CXL,Mandipropamid,HS 0444,"Peppers chili, dried"
0.01,0.01 mg/Kg,2018,51,,2019,(*),,,,,Recommended for withdrawal by JMPR (2021),CXL,Mandipropamid,MF 0100,Mammalian fats (except milk fats)
1.0,1 mg/Kg,2018,51,,2019,,,,,,,CXL,Mandipropamid,VP 2060,Beans with pods (subgroup)
5.0,5 mg/Kg,2008,41,,2009,,,,,,,CXL,Mandipropamid,DF 0269,"Grape, dried (= Currants, Raisins and Sultanas)"
0.2,0.2 mg/Kg,2008,41,,2009,,,,,,,CXL,Mandipropamid,VC 0431,"Squash, summer"
0.1,0.1 mg/Kg,2018,51,,2019,,,,,,,CXL,Mandipropamid,VR 0589,Potato
0.01,0.01 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Mandipropamid,PM 0110,Poultry meat
0.01,0.01 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Mandipropamid,PE 0112,Eggs
0.1,0.1 mg/Kg,2008,41,,2009,,,,,,,CXL,Mandipropamid,VA 0385,"Onion, bulb"
90.0,90 mg/Kg,2013,46,,2014,,,,,,,CXL,Mandipropamid,DH 1100,"Hops, dry"
0.3,0.3 mg/Kg,2008,41,,2009,,,,,,,CXL,Mandipropamid,VO 0448,Tomato
0.01,0.01 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Mandipropamid,MM 0095,Meat (from mammals other than marine mammals)
0.01,0.01 mg/Kg,2018,51,,2019,(*),,,,,Recommended for withdrawal by JMPR (2021),CXL,Mandipropamid,MO 0105,Edible offal (mammalian)
0.06,0.06 mg/Kg,2018,51,,2019,,,,,,,CXL,Mandipropamid,SB 0715,Cacao beans
3.0,3 mg/Kg,2008,41,,2009,,,,,,,CXL,Mandipropamid,VB 0041,"Cabbages, head"
0.01,0.01 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Mandipropamid,ML 0106,Milks
0.01,0.01 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Mandipropamid,PO 0111,"Poultry, edible offal of"
2.0,2 mg/Kg,2008,41,,2009,,,,,,,CXL,Mandipropamid,VB 0400,Broccoli
0.5,0.5 mg/Kg,2008,41,,2009,,,,,,,CXL,Mandipropamid,VC 0046,"Melons, except watermelon"
20.0,20 mg/Kg,2008,41,,2009,,,,,,,CXL,Mandipropamid,VS 0624,Celery
2.0,2 mg/Kg,2008,41,,2009,,,,,,,CXL,Mandipropamid,FB 0269,Grapes
7.0,7 mg/Kg,2008,41,,2009,,,,,,,CXL,Mandipropamid,VA 0389,Spring onion
25.0,25 mg/Kg,2008,41,,2009,,,,,,,CXL,Mandipropamid,VL 0053,Leafy vegetables
0.01,0.01 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Mandipropamid,PF 0111,Poultry fats
1.0,1 mg/Kg,2008,41,,2009,,,,,,,CXL,Mandipropamid,VO 0051,Peppers (subgroup)
0.5,0.5 mg/Kg,7,40,,2008,,,,,,,CXL,Cyromazine,FI 0345,Mango
3.0,3 mg/Kg,12,45,,2013,,,,,,,CXL,Cyromazine,VD 0545,Lupin (dry)
1.0,1 mg/Kg,7,40,,2008,,,,,,,CXL,Cyromazine,VP 0534,Lima bean (young pods and/or immature beans)
0.5,0.5 mg/Kg,7,40,,2008,,,,,,,CXL,Cyromazine,VC 0046,"Melons, except watermelon"
4.0,4 mg/Kg,7,40,,2008,,,,,,,CXL,Cyromazine,VS 0624,Celery
0.1,0.1 mg/Kg,7,40,,2008,,,,,,,CXL,Cyromazine,PM 0110,Poultry meat
0.3,0.3 mg/Kg,7,40,,2008,,,,,,,CXL,Cyromazine,PE 0112,Eggs
1.0,1 mg/Kg,7,40,,2008,,,,,Except mushrooms and sweet corn (corn-on-the-cob),,CXL,Cyromazine,VO 0050,"Fruiting vegetables, other than cucurbits (group)"
0.01,0.01 mg/Kg,7,40,,2008,,,,,,,CXL,Cyromazine,ML 0106,Milks
3.0,3 mg/Kg,7,40,,2008,,,,,,,CXL,Cyromazine,VA 0389,Spring onion
0.2,0.2 mg/Kg,7,40,,2008,,,,,,,CXL,Cyromazine,PO 0111,"Poultry, edible offal of"
4.0,4 mg/Kg,7,40,,2008,,,,,,,CXL,Cyromazine,VL 0483,"Lettuce, leaf"
3.0,3 mg/Kg,12,45,,2013,,,,,,,CXL,Cyromazine,VD 0524,Chick-pea (dry)
7.0,7 mg/Kg,7,40,,2008,,,,,,,CXL,Cyromazine,VO 0450,Mushrooms
4.0,4 mg/Kg,7,40,,2008,,,,,,,CXL,Cyromazine,VL 0482,"Lettuce, head"
3.0,3 mg/Kg,7,40,,2008,,,,,,,CXL,Cyromazine,VS 0620,"Artichoke, globe"
10.0,10 mg/Kg,4,38,37,2006,,,,,,,CXL,Cyromazine,HS 0444,"Peppers chili, dried"
0.3,0.3 mg/Kg,7,40,,2008,,,,,,,CXL,Cyromazine,MO 0105,Edible offal (mammalian)
3.0,3 mg/Kg,7,40,,2008,,,,,,,CXL,Cyromazine,VD 0071,Beans (dry)
3.0,3 mg/Kg,12,45,,2013,,,,,,,CXL,Cyromazine,VD 0533,Lentil (dry)
